Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,extracellular matrix disassembly (GO:0022617),0.8898725064089948,1.1054845745657291,0.275,0.75682322136734,1.0,22/66,7.39%,GSN;BSG;MMP2;CAPN2;TIMP2;A2M;CAPNS1;TIMP1;LAMC1;HPN;CTSS;BMP1;MMP15;WASHC1;CTSL;CAPN1;FLOT1;ADAM15;CAPG;ADAM10;FURIN;HTRA1
prerank,regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),0.9066702663551228,1.1050088487905703,0.3005,0.7583613747008776,1.0,19/101,3.87%,RPL11;RACK1;ELOB;HSP90AB1;NOP53;SUMO2;GIPC1;PARK7;RBX1;CLU;OGT;HSPA1A;VCP;EIF3H;CSNK1A1;CEBPA;BAG6;XPO1;FOXF2
prerank,central nervous system neuron development (GO:0021954),0.8550164960860511,1.104995705915416,0.247,0.7576272675610844,1.0,7/15,11.09%,HSP90AB1;HSP90AA1;GBA2;PTEN;NPY;ARHGAP35;B4GALT5
prerank,regulation of endothelial cell migration (GO:0010594),0.9012180686059804,1.1048681972732959,0.2925,0.7574605752444774,1.0,25/88,5.97%,SPARC;DCN;CEACAM1;CALR;APOE;GRN;RAC1;PTN;RHOB;GLUL;VEGFA;PDCD6;EMC10;NR2F2;NRP1;BCAR1;GPI;AGT;AKT1;AAMP;NRP2;ABL1;EPHA2;PRCP;SCARB1
prerank,positive regulation of cell motility (GO:2000147),0.9445269264836001,1.1048659941136356,0.1905,0.7566759454852994,1.0,19/219,1.57%,COL1A1;ACTG1;CLDN4;RACK1;CLDN3;MDK;MYLK;CEACAM6;RHOC;CCL21;SMIM22;PHPT1;LAMB1;ITGB1;CXCL12;GRN;ACTN4;CD151;CIB1
prerank,"retrograde protein transport, ER to cytosol (GO:0030970)",0.8464961826578731,1.1046628834109034,0.237,0.7568708031820413,1.0,15/17,13.94%,HSP90B1;SEC61B;VCP;OS9;AUP1;SELENOS;HERPUD1;HM13;NPLOC4;SEL1L;SYVN1;UFD1;DERL2;DERL1;TMEM129
prerank,positive regulation of establishment of protein localization (GO:1904951),0.8571906992428422,1.1046340167602013,0.2475,0.7562099493033066,1.0,10/19,8.47%,CHP1;CCT7;CCT3;CCT4;TCP1;CCT5;CCT6A;CCT8;CCT2;PTP4A3
prerank,detection of mechanical stimulus (GO:0050982),0.8544003325648668,1.1043438281491793,0.242,0.7568663610839023,1.0,7/18,13.29%,JUP;CTNNB1;PKD1;PIEZO1;PTK2;PIEZO2;PKD2
prerank,chaperone-mediated protein complex assembly (GO:0051131),0.8518602940761599,1.1043211832424167,0.232,0.7561959184032312,1.0,6/22,2.75%,HSP90AB1;HSP90AA1;CLU;PTGES3;HSPA1A;HSPD1
prerank,vasculature development (GO:0001944),0.8552834708998194,1.104123847302007,0.25,0.7563716669254668,1.0,10/17,8.01%,TCF21;PDGFRB;PDGFRA;FOXF1;CDH5;ERRFI1;APLNR;STK11;BMPR2;ACVRL1
prerank,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.8845055516102591,1.104096686165299,0.2765,0.7557130502223058,1.0,13/56,5.75%,RPL26;MUC1;SFN;ARID3A;CDKN1A;PRAP1;SOX4;PRMT1;BTG2;CNOT1;PLAGL1;PCNA;PCBP4
prerank,response to acidic pH (GO:0010447),0.8488881636335833,1.1039218609894688,0.2445,0.7557784771475603,1.0,4/15,6.40%,CHP1;CTSS;LGMN;RAB11B
prerank,cellular component disassembly (GO:0022411),0.8887620019970751,1.1039190299830137,0.2785,0.7550036996201828,1.0,21/66,7.39%,GSN;BSG;MMP2;CAPN2;TIMP2;A2M;CAPNS1;TIMP1;LAMC1;CTSS;BMP1;MMP15;WASHC1;CTSL;CAPN1;FLOT1;ADAM15;CAPG;ADAM10;FURIN;HTRA1
prerank,prostaglandin biosynthetic process (GO:0001516),0.8522516129568746,1.1038815329444507,0.2465,0.7544041967333813,1.0,3/18,2.65%,CD74;MIF;PTGES3
prerank,fluid transport (GO:0042044),0.8502981762569194,1.1038491675152013,0.2345,0.7537846445592055,1.0,4/18,7.81%,AQP8;UPK3A;SLC26A6;PDZD3
prerank,regulation of nitric oxide biosynthetic process (GO:0045428),0.8679512454964851,1.1036012470849956,0.2505,0.7542295372936006,1.0,15/40,6.10%,HBB;HSP90AB1;HSP90AA1;RAC1;ASS1;KLF4;CLU;CAV1;KLF2;ATP2B4;DDAH2;AKT1;CD34;P2RX4;DDAH1
prerank,cell-substrate junction assembly (GO:0007044),0.8666299276641574,1.1035061166967643,0.243,0.7539001607186105,1.0,17/34,8.04%,FN1;CD151;ACTN1;CTTN;LAMC1;PLEC;LAMB3;DST;THY1;ITGB4;RCC2;SORBS1;FERMT2;TRIP6;ARHGEF7;LAMA3;ITGA6
prerank,3'-UTR-mediated mRNA stabilization (GO:0070935),0.8505023247156487,1.10331170493267,0.249,0.754064922077559,1.0,7/18,8.32%,HNRNPC;ZFP36;HNRNPA0;TARDBP;YBX3;ELAVL1;MAPKAPK2
prerank,regulation of catabolic process (GO:0009894),0.8521666211879271,1.1030359993629555,0.249,0.7546684922114909,1.0,10/17,9.12%,ITGB1;RARRES2;HPGD;ODC1;NEDD4L;TMEM9;HGS;FURIN;SNF8;ZDHHC7
prerank,receptor-mediated endocytosis (GO:0006898),0.9249556107681852,1.102718590778703,0.2715,0.755391209901659,1.0,28/143,3.12%,APOA1;SPARC;HBA1;CD81;HBB;AMN;APOB;CALR;CD9;HSP90B1;APOE;HSP90AA1;ITGB1;JCHAIN;DNM2;HSPG2;CANX;LRP1;AP2M1;PDLIM7;CLTB;CLTC;CLTA;LDLR;CTTN;CAV1;AP2S1;SCARB2
prerank,cellular calcium ion homeostasis (GO:0006874),0.9173345798125823,1.102673811068421,0.2875,0.7548229998408769,1.0,11/135,3.46%,TPT1;CALR;ATP1B1;CXCL12;ATP2A3;YWHAE;CAV1;NPTN;ANXA6;ATP2B4;SMDT1
prerank,nucleic acid-templated transcription (GO:0097659),0.8749715884972451,1.1023312496072406,0.2565,0.7557343427519334,1.0,9/42,5.47%,PTMA;POLR2L;RNPS1;POLR2J;POLR2H;POLR2E;POLR2F;POLR2I;POLR2G
prerank,substrate adhesion-dependent cell spreading (GO:0034446),0.8731105321410383,1.1022511312771794,0.2535,0.7553668180274982,1.0,18/48,8.51%,FN1;EFNA1;LAMB1;RHOA;RAC1;ILK;LAMB2;LAMC1;LAMB3;LAMA5;PXN;NRP1;MICALL2;FERMT2;PARVA;EPHB3;ANTXR1;VAMP3
prerank,cellular response to lectin (GO:1990858),0.9066864967157282,1.1019736225365138,0.2995,0.755121882597458,1.0,20/114,4.20%,MUC12;MUC2;MUC13;MUC1;MUC5B;SKP1;PSMB1;PSME1;PSMB4;PSME2;MUC4;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;PSMA1;PSMA4;PSMC5
prerank,stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.9066864967157282,1.1019736225365138,0.2995,0.755121882597458,1.0,20/114,4.20%,MUC12;MUC2;MUC13;MUC1;MUC5B;SKP1;PSMB1;PSME1;PSMB4;PSME2;MUC4;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;PSMA1;PSMA4;PSMC5
prerank,regulation of actin cytoskeleton reorganization (GO:2000249),0.8669941456743395,1.1019106435240618,0.2445,0.7546431429720958,1.0,10/37,6.27%,MDK;PHPT1;CDC42;ARHGDIA;PDGFRA;NRP1;BAIAP2L2;ABL1;F11R;NOTCH2
prerank,positive regulation of protein localization to membrane (GO:1905477),0.9036733308166118,1.1018683108568046,0.3035,0.7540884353398997,1.0,21/101,3.71%,LGALS3;CD81;AGR2;SFN;YWHAZ;ITGB1;CIB1;SPTBN1;YWHAQ;PLS1;LRP1;SQSTM1;YWHAE;CHP1;ERBB2;FIS1;YWHAB;MYO1C;ATP2B4;YWHAH;PDCD5
prerank,phosphatidylinositol acyl-chain remodeling (GO:0036149),0.8555556027392562,1.1018660812635597,0.257,0.7533262858813903,1.0,4/17,9.46%,PLA2G2A;MBOAT7;LPGAT1;PLA2G10
prerank,regulation of B cell proliferation (GO:0030888),0.8728881130527866,1.1016550527027504,0.259,0.7536070161459667,1.0,4/46,3.76%,CD81;CD74;MIF;TFRC
prerank,negative regulation of inflammatory response (GO:0050728),0.9340794652539308,1.1011559422107546,0.226,0.755261388751969,1.0,10/210,1.94%,APOA1;RPS19;MDK;GSTP1;APOE;MYH9;GRN;VIP;KLF4;GNB1
prerank,regulation of mRNA catabolic process (GO:0061013),0.9108163202856918,1.1009890779205596,0.2985,0.7553111900689362,1.0,38/122,4.93%,RPS27A;VIM;UBC;UBA52;UBB;HSPB1;YWHAZ;PABPC1;ZFP36L2;HSPA8;ZFP36L1;ZFP36;HNRNPD;PSMB1;SET;SERBP1;PSME1;PSMB4;HSPA1A;PSME2;YWHAB;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;APEX1;XPO1;EIF4G1;PSMA1;PSMA4;PSMC5;PKP3;PSMC3;PSMD2;CNOT1;PSMA2
prerank,nucleocytoplasmic transport (GO:0006913),0.8684854082661067,1.1008016136660645,0.244,0.7554328542012237,1.0,10/40,4.25%,HNRNPA1;NPM1;SNRPD2;SNRPG;SNRPB;SNRPE;XPO1;SNRPF;SNRPD3;SNRPD1
prerank,positive regulation of cellular metabolic process (GO:0031325),0.9078747678761693,1.1006949597718414,0.32,0.755184107244804,1.0,15/105,2.97%,APOA1;CD63;APOA4;CHCHD2;ANXA2;APOE;KLF4;PRELID1;ROMO1;CDKN1A;GHITM;APOA2;HPN;RAB1A;PDGFRB
prerank,positive regulation of cell adhesion mediated by integrin (GO:0033630),0.8542066942987726,1.1006612834336282,0.2465,0.7545762688826402,1.0,4/18,5.58%,CCL21;CIB1;SFRP2;PIEZO1
prerank,neuron projection organization (GO:0106027),0.8494610360671451,1.100174717658888,0.25362681340670334,0.7562125809131546,1.0,7/16,7.50%,ARF1;PLS1;APP;LGMN;PSEN1;DCTN1;PRNP
prerank,peptidyl-arginine modification (GO:0018195),0.8462377165918604,1.1001069418096392,0.24324324324324326,0.7557559010784691,1.0,5/15,10.79%,PARK7;PRMT1;PADI2;KRTCAP2;PRMT5
prerank,detection of visible light (GO:0009584),0.8471258139719522,1.0994999893296753,0.2595,0.7580528979194119,1.0,3/17,8.13%,GNA11;REEP6;GNAQ
prerank,innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.9066385399963758,1.0993608128983512,0.305,0.7579635608068908,1.0,20/117,4.20%,MUC12;MUC2;MUC13;MUC1;MUC5B;SKP1;PSMB1;PSME1;PSMB4;PSME2;MUC4;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;PSMA1;PSMA4;PSMC5
prerank,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028),0.8520201360075829,1.0990740573772246,0.2531265632816408,0.7585641099946049,1.0,4/18,2.65%,SLC25A5;CHCHD10;ACAA2;HSPA1A
prerank,positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),0.8594835174668211,1.098949193333179,0.2485,0.7583949547085688,1.0,5/34,3.96%,CALM2;CALM1;CALM3;THY1;GSTO1
prerank,signal transduction by p53 class mediator (GO:0072331),0.8628809058905598,1.0988293703117977,0.2585,0.7582296820056038,1.0,3/33,0.98%,HINT1;NDRG1;DDX5
prerank,cardiac myofibril assembly (GO:0055003),0.8471487913977735,1.0987902585808556,0.254,0.7576590468256037,1.0,4/15,5.80%,PDGFRB;PDGFRA;OBSL1;ACTC1
prerank,regulation of extracellular matrix organization (GO:1903053),0.8452404113314544,1.098529037453076,0.25062531265632815,0.7581459349178777,1.0,8/15,8.66%,LRP1;AEBP1;EFEMP2;DDR1;AGT;NOTCH1;DDR2;FGFR4
prerank,regulation of primary metabolic process (GO:0080090),0.9128801789867297,1.0980865756709854,0.301,0.7596014297703735,1.0,33/129,4.93%,FABP1;EDF1;OAZ1;PSAP;APOE;ID2;HMGCS1;PSMB1;FDPS;PSME1;PSMB4;LDLR;PSME2;FDFT1;PSMD8;PSMB3;PSMA7;PSMB5;MVD;PSMB7;PSMB6;HNF4A;IDI1;SREBF2;PSMA1;PSMA4;PSMC5;PLPP1;PSMC3;ODC1;HMGCR;PSMD2;PSMA2
prerank,"synaptic transmission, cholinergic (GO:0007271)",0.8464167203208142,1.098012249491653,0.2475,0.7591993727479479,1.0,1/19,1.15%,APOE
prerank,actin polymerization or depolymerization (GO:0008154),0.8692891994846882,1.0979525381890298,0.268,0.758713589399228,1.0,17/50,7.51%,CFL1;GSN;DSTN;RAC1;WDR1;VIL1;EVL;MICAL1;VILL;MICALL2;WASL;SVIL;ENAH;MSRB2;CAPG;FLII;TTC17
prerank,regulation of anatomical structure morphogenesis (GO:0022603),0.9045836314761955,1.0974508239930487,0.3095,0.7603963607508321,1.0,11/120,2.97%,SPARC;CLDN4;CFL1;CLDN3;CEACAM1;CTNNB1;ADGRA2;ERBB2;CAPZB;CDX1;INF2
prerank,microvillus assembly (GO:0030033),0.8398045617157058,1.0974493573366677,0.265,0.7596386716387393,1.0,3/15,2.60%,EZR;SLC9A3R1;RAP1B
prerank,protein-DNA complex assembly (GO:0065004),0.9036775617112129,1.0973578516604383,0.317,0.7593039114006445,1.0,29/115,4.93%,RPS27A;UBC;UBA52;UBB;NPM1;NAP1L1;PSMB1;RBX1;HMGB2;PSME1;PSMB4;PSME2;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;ANP32B;PSMB6;MCM7;PSMA1;BRD2;PSMA4;NAP1L4;PSMC5;PSMC3;PSMD2;DDB1;PSMA2
prerank,positive regulation of Wnt signaling pathway (GO:0030177),0.920313662665785,1.0972024172961232,0.296,0.7592760389747356,1.0,39/153,5.32%,COL1A1;JUP;GPC3;ADGRA2;PSMB1;DDX3X;ILK;SOX4;PSME1;PSMB4;VCP;TRPM4;CAV1;PSME2;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;ZEB2;PSMB6;PSMA1;PSMA4;SULF2;MACF1;PSMC5;CSNK1D;SFRP2;PSMC3;UBE2B;SFRP1;PSMD2;CSNK1E;PSMA2;TMEM9;PTK7;SPIN1;PIN1;PSMB2
prerank,positive regulation of sprouting angiogenesis (GO:1903672),0.842468058082061,1.0971570561503239,0.2541270635317659,0.7587440475882101,1.0,9/15,14.58%,PKM;KLF4;VEGFA;ITGA5;JAK1;JMJD8;DLL1;TJP1;PDPK1
prerank,homologous chromosome pairing at meiosis (GO:0007129),0.8545255706595889,1.0971176774093685,0.2365,0.7581596031713207,1.0,5/27,8.64%,BAG6;RAD21;REC8;P3H4;SIRT7
prerank,atrioventricular valve morphogenesis (GO:0003181),0.846722262031316,1.0960506220495996,0.2505,0.7624765794280061,1.0,9/19,8.41%,EFNA1;SOX4;NOTCH1;SLIT3;OLFM1;TGFBR2;SMAD4;BMPR2;MDM4
prerank,regulation of mRNA stability (GO:0043488),0.9115416917838334,1.095980617532059,0.2925,0.7620443165102853,1.0,39/146,4.20%,RPS27A;VIM;UBC;UBA52;UBB;HSPB1;CIRBP;YWHAZ;PABPC1;NPM1;ZFP36L2;FUS;HSPA8;ZFP36L1;YBX1;VIP;HNRNPU;ZFP36;HNRNPD;PSMB1;SET;SERBP1;PSME1;PSMB4;HSPA1A;PSME2;YWHAB;PSMD8;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;APEX1;XPO1;EIF4G1;PSMA1;PSMA4;PSMC5
prerank,regulation of protein polymerization (GO:0032271),0.8540105829727922,1.0959766985491457,0.247,0.7612992520550529,1.0,10/34,6.92%,PFN1;HSP90AA1;CTTN;PFN2;GBA2;ABL1;COTL1;DBN1;ARL2;DBNL
prerank,myeloid cell development (GO:0061515),0.8494649671798923,1.0959355752919124,0.262,0.7607290379153281,1.0,2/20,2.06%,ANXA2;APP
prerank,actin filament bundle organization (GO:0061572),0.8590471737102634,1.0957158274775571,0.2545,0.7609811284820307,1.0,17/33,9.27%,EZR;CALD1;PLS1;DPYSL3;ADD1;FSCN1;MICAL1;BAIAP2L2;EPS8;LIMA1;USH1C;PLS3;MYO1B;BAIAP2L1;CORO1B;RFLNA;ESPN
prerank,cellular biogenic amine biosynthetic process (GO:0042401),0.8456535656942392,1.0956486225411965,0.258,0.760531689526886,1.0,4/17,9.57%,SAT1;SAT2;SRM;DDC
prerank,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236),0.8381963048917137,1.0953435459476113,0.2545,0.7612319849455306,1.0,9/15,11.55%,TMBIM6;PARK7;HSPA1A;XBP1;SELENOS;HERPUD1;CREB3L1;SYVN1;TXNDC12
prerank,stress fiber assembly (GO:0043149),0.8428351857564929,1.0951254468290095,0.2676338169084542,0.760784887302847,1.0,9/15,11.60%,ITGB1;RHOA;PDLIM1;ZYX;SORBS1;FAM171A1;SRC;ITGB5;CUL3
prerank,contractile actin filament bundle assembly (GO:0030038),0.8428351857564929,1.0951254468290095,0.2676338169084542,0.760784887302847,1.0,9/15,11.60%,ITGB1;RHOA;PDLIM1;ZYX;SORBS1;FAM171A1;SRC;ITGB5;CUL3
prerank,regulation of intracellular protein transport (GO:0033157),0.8586658508239209,1.0950958266673703,0.2545,0.7601824232406338,1.0,2/32,0.84%,IFI27;OAZ1
prerank,positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),0.8560922238982431,1.095068259813101,0.259,0.7595697735804456,1.0,4/28,3.03%,CCL21;FGFR3;PDGFRB;PDGFRA
prerank,cellular response to catecholamine stimulus (GO:0071870),0.8501466999757362,1.0949370395248261,0.252,0.7594481200293484,1.0,11/24,8.92%,ATF4;GNB1;MAPK3;ATP2B4;TGM2;ABL1;MAPK1;SIRT2;GNG2;ADCY6;PRKACA
prerank,regulation of protein localization (GO:0032880),0.8779558804879395,1.094870059866461,0.29,0.7590181169879587,1.0,6/66,2.46%,RACK1;CTSD;HSP90AB1;HSP90AA1;VIP;FKBP1A
prerank,positive regulation of extracellular matrix organization (GO:1903055),0.8406121317457483,1.0948599377946353,0.262,0.7583043539431485,1.0,9/18,11.06%,EMILIN1;MELTF;FSCN1;EFEMP2;COLGALT1;CLASP2;DDR2;IER3IP1;SMAD3
prerank,mitotic spindle assembly (GO:0090307),0.869100571435802,1.0948182198570588,0.275,0.7577344092467175,1.0,6/44,4.72%,FLNA;MISP;RHOA;RAB11A;ZNF207;KPNB1
prerank,regulation of neuron death (GO:1901214),0.8937123532130938,1.0947994255003106,0.306,0.7570715612510336,1.0,8/86,2.26%,FOS;UBB;CHGA;EGR1;PARK7;NENF;CHP1;CLU
prerank,mitochondrial respiratory chain complex I assembly (GO:0032981),0.8722195756002374,1.0946164381083743,0.2725,0.7564636586068608,1.0,36/58,6.71%,NDUFB2;NDUFA1;NDUFS5;NDUFA11;NDUFB7;NDUFA13;NDUFB1;NDUFB11;NDUFB10;NDUFB4;NDUFA3;NDUFS6;NDUFV1;NDUFC2;NDUFB9;NDUFB8;NDUFA6;NDUFA2;NDUFS8;NDUFS7;NDUFAB1;NDUFC1;NDUFV2;NDUFA10;NDUFA12;NDUFB3;NDUFB6;DMAC1;NDUFAF3;NDUFS3;NDUFA5;OXA1L;NDUFAF8;NDUFS4;NDUFA8;NDUFS2
prerank,NADH dehydrogenase complex assembly (GO:0010257),0.8722195756002374,1.0946164381083743,0.2725,0.7564636586068608,1.0,36/58,6.71%,NDUFB2;NDUFA1;NDUFS5;NDUFA11;NDUFB7;NDUFA13;NDUFB1;NDUFB11;NDUFB10;NDUFB4;NDUFA3;NDUFS6;NDUFV1;NDUFC2;NDUFB9;NDUFB8;NDUFA6;NDUFA2;NDUFS8;NDUFS7;NDUFAB1;NDUFC1;NDUFV2;NDUFA10;NDUFA12;NDUFB3;NDUFB6;DMAC1;NDUFAF3;NDUFS3;NDUFA5;OXA1L;NDUFAF8;NDUFS4;NDUFA8;NDUFS2
prerank,regulation of protein modification process (GO:0031399),0.8687828386444261,1.0945938409687295,0.2865,0.7558339531363003,1.0,11/50,6.03%,FN1;HSPB1;NOP53;PLXNB2;PPIB;PPP1R16A;PIN1;PPP2CA;CDH5;STAT2;NDUFS4
prerank,regulation of cell division (GO:0051302),0.8849174836116908,1.0945891358612463,0.2965,0.7551182009209166,1.0,8/76,2.97%,RACK1;CALM2;SFN;TXNIP;CALM1;CIB1;CALM3;RAB11A
prerank,negative regulation of androgen receptor signaling pathway (GO:0060766),0.8470385390136529,1.0945765894676245,0.271,0.7544303051946285,1.0,9/15,9.98%,TCF21;PHB;HDAC1;SFRP1;NCOR2;DAB2;SMARCA4;NCOR1;FOXP1
prerank,maintenance of protein localization in organelle (GO:0072595),0.8445787172810383,1.0939340635752113,0.262,0.75669527748018,1.0,8/19,6.50%,SKP1;HNRNPU;CHCHD10;HSPA5;AKT1;ARL2;PINK1;HK2
prerank,negative regulation of cytokine production (GO:0001818),0.9262378684288252,1.0939311997335788,0.2715,0.7559710052614512,1.0,11/179,1.73%,APOA1;TMSB4X;CEACAM1;FN1;EZR;PCBP2;HMGB1;RAC1;PDCD4;KLF4;ZFP36
prerank,regulation of necroptotic process (GO:0060544),0.8523072960788297,1.0938870310212596,0.255,0.7554508494558662,1.0,13/23,9.59%,HSP90AA1;CDC37;OGT;PDCD6IP;STUB1;FLOT1;SDCBP;YBX3;CFLAR;ARHGEF2;SLC25A4;FLOT2;BIRC2
prerank,superoxide metabolic process (GO:0006801),0.8597682630651607,1.0937422952790252,0.2665,0.7553664799783839,1.0,7/31,4.74%,APOA4;CYBA;PRDX2;SOD1;PRDX1;SH3PXD2A;CCS
prerank,keratinocyte differentiation (GO:0030216),0.8625416157306357,1.0936258883843373,0.268,0.7551433428276647,1.0,9/40,5.71%,TXNIP;ST14;KRT10;ASAH1;CLIC4;ANXA1;JAG1;DSP;EPHA2
prerank,positive regulation of response to cytokine stimulus (GO:0060760),0.8376204258640625,1.0934713087965038,0.2595,0.7551383325986448,1.0,9/15,14.90%,CD74;AGPAT2;GAS6;DHX9;AGPAT1;TRIM44;AXL;MAVS;TAF9
prerank,negative regulation of protein metabolic process (GO:0051248),0.875862804244816,1.093155556323612,0.2805,0.7558660499375328,1.0,11/52,5.30%,FLNA;PFDN5;HSP90AB1;APOE;SNX3;CLU;LDLR;PHB;PFDN2;HMGCR;PIN1
prerank,regulation of mitochondrial membrane potential (GO:0051881),0.8617921273543874,1.0929711010292158,0.262,0.7559779727431148,1.0,15/39,7.02%,UBB;ATP5IF1;PRELID1;PARK7;SOD1;VCP;HEBP2;ARL6IP5;PRDX3;STOML2;AKT1;ABL1;BAD;PINK1;AKT2
prerank,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),0.9055056770749419,1.0928421317811947,0.324,0.7558371728914041,1.0,21/118,3.88%,RPS3;RACK1;CTSD;GSN;BEX3;HMGB1;NDUFA13;CYCS;ATP2A3;RPS27L;HSPE1;MTCH1;DDX3X;FIS1;VCP;HSPD1;BCAP31;PDCD6;ANP32B;PDCD5;FAM162A
prerank,regulation of cholesterol biosynthetic process (GO:0045540),0.8453772737288594,1.0927225886213952,0.2665,0.7556845185543072,1.0,8/17,7.72%,APOE;SOD1;RAN;SREBF2;KPNB1;MBTPS1;SREBF1;SCAP
prerank,cellular response to UV (GO:0034644),0.8838751266971767,1.0926658462739878,0.3055,0.7552084176212805,1.0,8/76,2.06%,RPL26;MFAP4;NPM1;MMP2;ATF4;COPS9;TIMP1;CDKN1A
prerank,positive regulation of epithelial cell differentiation (GO:0030858),0.8444526574208779,1.0926626912440998,0.25962981490745374,0.754490183423982,1.0,3/20,5.94%,SFN;BTG1;BAD
prerank,positive regulation of supramolecular fiber organization (GO:1902905),0.8949685559747559,1.0926204814083291,0.324,0.7539469904295729,1.0,27/88,6.29%,RPS3;PFN1;CCL21;APOE;RAC1;CDC42EP5;WDR1;APP;VIL1;STMN2;CLU;SYNPO2;NUMA1;CTTN;EVL;EFEMP2;COLGALT1;PFN2;VASP;BAIAP2L2;ARF6;NCKAP1;LMOD1;BIN1;ARL2;PSEN1;SEMA5A
prerank,regulation of programmed cell death (GO:0043067),0.9222767634874706,1.0918550639718978,0.276,0.7568208622654725,1.0,28/193,3.78%,TPT1;RPS3;LGALS1;OLFM4;NDRG1;CALR;HSP90AA1;NOP53;CTSB;ACTN4;RTN4;PRDX2;PRELID1;MAGED1;IGFBP3;TP53I3;ACTN1;CLU;VCP;ASAH1;PERP;KANK2;PHB;TMEM219;TGM2;ANP32B;APEX1;SGK1
prerank,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",0.8716128570401912,1.0917509631406164,0.277,0.7565762683273736,1.0,24/54,9.00%,HNRNPA1;DDX17;DDX5;HNRNPU;PTBP1;SRSF6;RBM5;RBMX;SAP18;RNPS1;KHDRBS1;RBFOX2;RBM8A;TRA2B;PUF60;RBM25;MBNL1;MAGOH;THRAP3;WTAP;YTHDC1;HNRNPL;CELF1;FXR1
prerank,glutathione metabolic process (GO:0006749),0.8558913434052605,1.0917223069584001,0.2535,0.7559790987488224,1.0,11/40,7.71%,GSTP1;GSTA1;ETHE1;PARK7;SOD1;GSTK1;CNDP2;GSTA2;MGST2;DPEP1;GSTM3
prerank,epithelial cell migration (GO:0010631),0.8614621708563096,1.0914247790439813,0.2725,0.7566532129303205,1.0,13/41,5.65%,FSTL1;RHOA;GIPC1;ADGRA2;PRSS3;S100P;KANK2;ZEB2;PXN;LOXL2;NRP1;PLXND1;ABL1
prerank,mammary gland epithelium development (GO:0061180),0.8438518420269971,1.091325522314726,0.2726363181590795,0.7563984157639657,1.0,7/15,9.04%,ID2;AKT1;EPHA2;AKT2;IRF6;SCRIB;ZNF703
prerank,establishment of epithelial cell polarity (GO:0090162),0.8457115005850973,1.0912632818379682,0.265,0.7559781940193119,1.0,7/20,7.52%,EZR;RHOA;SLC9A3R1;CDC42;MSN;GOLPH3;CYTH1
prerank,positive regulation of interleukin-10 production (GO:0032733),0.8555770344348249,1.0912120395104374,0.26,0.7554852714277586,1.0,10/32,10.31%,HMGB1;HSPD1;CD46;INAVA;CD34;PRKCZ;LGALS9;F2RL1;PYCARD;ISG15
prerank,proteasomal ubiquitin-independent protein catabolic process (GO:0010499),0.8481635194969153,1.0907173690190881,0.2615,0.7571282879385204,1.0,16/22,12.37%,PSMB1;PSMB4;PSMB3;PSMA7;PSMB5;PSMB7;PSMB6;PSMA1;PSMA4;ENC1;PSMA2;PSMB2;PSMA3;PSMA5;PSMB8;NFE2L2
prerank,"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",0.8498714353865742,1.0904985766917745,0.2685,0.7574599968856052,1.0,4/27,1.32%,CD74;DDX5;PTTG1IP;MIF
prerank,apoptotic DNA fragmentation (GO:0006309),0.8379961311377055,1.0904159777378568,0.2702702702702703,0.7571270803721413,1.0,3/15,4.72%,HMGB1;HMGB2;KPNB1
prerank,regulation of smoothened signaling pathway (GO:0008589),0.861152097472925,1.0900706159958118,0.271,0.7579937195503142,1.0,8/51,6.27%,RACK1;GPC3;VCP;RAB34;SFRP1;SMO;GAS1;PTCH1
prerank,positive regulation of cell migration (GO:0030335),0.9386608827799872,1.0899113519146162,0.219,0.7580142837480938,1.0,22/266,1.78%,COL1A1;ACTG1;CLDN4;RACK1;CLDN3;MDK;FN1;PFN1;MYLK;CEACAM6;RHOC;SMIM22;LAMB1;S100A11;ITGB1;CXCL12;GRN;ACTN4;CD151;CIB1;RTN4;HSPA5
prerank,positive regulation of histone acetylation (GO:0035066),0.8443478582522426,1.0898880141868266,0.262,0.7573956529514914,1.0,9/23,11.24%,MUC1;MAPK3;WBP2;SMAD4;RUVBL2;SMARCB1;GLYR1;PIH1D1;BRD7
